Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000223972.5_2,4.875559382348581,-0.5060277594395196,0.7563627159450895,-0.6690278999371728,0.5034776807253023,0.8690760068212678
ENSG00000227232.5_2,644.365918123894,0.04490713485712156,0.3632716397071391,0.12361860918546964,0.9016172575061244,0.9805490903132906
ENSG00000238009.6_8,6.324962867757984,0.07426090608752287,0.517717117653685,0.14343915539064325,0.8859433611521582,0.9768145101742786
ENSG00000233750.3_4,19.61525066708172,-0.011981948117103418,0.41675054150114094,-0.02875088793872777,0.9770632704164465,0.9949320476983804
ENSG00000237683.5,280.7202114121375,-0.596377416862101,0.4968023135070684,-1.200432044392273,0.22997158994556444,0.7359079688127035
ENSG00000239906.1_6,8.589823231845921,-0.3368428964763578,0.46423753415849023,-0.7255830726546982,0.46809440128276414,0.8536482746768989
ENSG00000241860.7_6,182.59598809172488,0.48083711799042955,0.363145332381522,1.324090040857967,0.18547314273693438,0.6980900010584912
ENSG00000228463.4,40.934414384688104,-0.6445951649737114,0.351504922932779,-1.833815468629958,0.06668139076223696,0.47961901864674306
ENSG00000250575.1,167.21844674795756,-1.556348885367196,0.6420289188865677,-2.4241102535790424,0.015345945698362772,0.2168571629171545
ENSG00000233653.3,10.119378243665544,0.23928049497257817,0.465057541622383,0.5145180403651403,0.6068898507551467,0.9032771975357511
ENSG00000230021.10_5,29.091887929254977,0.24715826072146407,0.41667776785584865,0.5931640221490517,0.5530713877747215,0.8860797214422235
ENSG00000225972.1_4,3322.0678859110317,0.7845381682621988,0.863886543533673,0.9081495413195062,0.36379921899739054,0.8101362186784838
ENSG00000225630.1_4,50574.05577554616,-0.46808848301856054,0.5508814132461192,-0.8497082525625731,0.3954873091130414,0.823067445237555
ENSG00000237973.1_4,46242.827285222105,-0.1491529633080256,0.4825429608730717,-0.30909779108198177,0.7572471394321254,0.947890733346296
ENSG00000229344.1_4,2120.448543260385,-0.7677805442974863,1.1985530575148438,-0.6405895337578559,0.5217894013469202,0.8748756906863066
ENSG00000240409.1_4,1.5784646175422536,-0.9069221291537687,2.2795995696957108,-0.39784273571995277,0.690746113322178,0.9296417371331913
ENSG00000248527.1_4,16361.466345227436,-0.5310174932959921,0.6197612845648699,-0.856809720969931,0.3915500524307699,0.8211126225257662
ENSG00000198744.5_4,27801.51945859952,-0.3788158465073198,0.42922445645629503,-0.8825588589122996,0.3774746652420453,0.8158115987578228
ENSG00000229376.3_4,21.309438836508054,0.3044945461213933,0.3629390940688068,0.8389687170588093,0.4014868645230688,0.8247983908132316
ENSG00000228327.3_6,1168.3550540450674,-0.23993540200682317,0.41970419577035845,-0.5716773966636828,0.5675405503522069,0.8894892743878698
ENSG00000235373.1,114.35290129569073,0.5776660790652463,0.43426403555965243,1.3302185577508998,0.1834462714828089,0.6963683353059139
ENSG00000237491.10_7,180.12596680276502,0.2355484795686653,0.38865842963242,0.6060552444248773,0.5444780691912139,0.8837558071994399
ENSG00000230092.7_5,9.166267585658085,-0.19305949816859427,0.5077148657581253,-0.38025181295472954,0.7037585013865393,0.9326837539167331
ENSG00000177757.2_3,35.416997964884516,0.5215609847851961,0.47937047059463384,1.0880123344648807,0.27658966237315297,0.7646818103194666
ENSG00000228794.9_6,685.5354607750676,0.15659988148886367,0.15159415832095854,1.0330205545078255,0.301594279720635,0.7794000266819217
ENSG00000225880.5_5,133.36812112160342,0.10114188470865638,0.36438508328104285,0.2775686748698428,0.7813434813660173,0.9522378938248308
ENSG00000230699.2_7,19.410862597193024,-0.16332138976441332,0.5967597452201355,-0.27368030614090194,0.7843303135488646,0.953373006279001
ENSG00000223764.2_6,22.567656606626663,0.3237965418587908,0.603069213254048,0.5369143951349226,0.5913267470598134,0.8986301138469016
ENSG00000187634.12_7,206.2428210099392,0.4361689462673093,0.5106378317211075,0.8541649661898326,0.39301359164551175,0.8214510280325207
ENSG00000188976.11_3,3859.2096111269925,-0.15959827504735732,0.23062724485251862,-0.692018304903296,0.488925833678694,0.8635624273305524
ENSG00000187961.14_5,434.3445016670485,-0.20682363100561257,0.37162769763979236,-0.5565344895419515,0.5778455236308179,0.8940835847875636
ENSG00000187583.10_3,277.89666602142245,-0.6872127942153652,0.35754586481595424,-1.9220269672790262,0.05460236458068502,0.4347694715630657
ENSG00000187642.9_2,66.1407485115716,-1.1107768318566862,0.4835473708447514,-2.2971417048885456,0.021610687340762578,0.2680074234130016
ENSG00000272512.1_6,110.25215089163405,-0.5525126877736702,0.5433386995037804,-1.0168844742299201,0.3092083900090852,0.782283232968504
ENSG00000188290.10_3,470.5685519955278,-0.5333137278164407,0.5347989495394136,-0.9972228409867819,0.31865635644393875,0.7870077084771264
ENSG00000187608.10_7,1743.3481652877765,-0.009020158166254056,0.5395370375621344,-0.01671832986111778,0.9866613240899614,0.9969107066218559
ENSG00000188157.15_5,11784.953951495581,-0.4041189560834185,0.34773975534619816,-1.1621304434435202,0.24518248301875833,0.7460529491378767
ENSG00000217801.10_6,43.70882479348173,-0.6705717869532559,0.4322064123296984,-1.551508186421182,0.12077994703328142,0.6039204308393051
ENSG00000273443.1_6,4.027284973877728,-1.364228307257417,0.8902932170465816,-1.532335955319357,0.12543955279179156,0.6123661445588611
ENSG00000237330.3_3,139.55151477415754,0.2685018936335022,0.44354825772884215,0.6053499003881728,0.5449465319041032,0.8837558071994399
ENSG00000131591.17_7,743.7446216103036,-0.007196272689261948,0.3382241934237524,-0.02127663493381718,0.9830249822416236,0.9959604196511639
ENSG00000285812.1_2,25.56384778337467,0.8688988879525678,0.40872859971838543,2.1258578150666243,0.0335151003245764,0.3433837374579784
