Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000215915.9_5,252.28795224644395,-1.4815039675158275,0.4424431849088286,-3.348461493018841,0.0008126157238525358,0.024074050190599845
ENSG00000142583.17_3,278.8098203496798,-1.2760856657596122,0.3225613680628595,-3.9561019765731325,7.618265091979232e-05,0.003263358002991188
ENSG00000009724.16_2,386.39107627567216,-3.0948735806147623,0.5055123687224587,-6.12225095191279,9.226255816312054e-10,9.581187579210037e-08
ENSG00000162493.16_4,842.3156398467006,1.9975083042777397,0.42760531116442246,4.671383287635685,2.991780763065485e-06,0.00018496431026909728
ENSG00000234593.3_6,41.25954710829699,2.2655700413894566,0.7325205875881966,3.0928414569872804,0.00198250017255641,0.04910979417263888
ENSG00000187144.11_3,11.572780120300914,-2.42680589606071,0.7721373670427156,-3.1429717037984717,0.0016724200626117537,0.04284713770594696
ENSG00000219481.10_3,3439.2712281477793,0.6447782161095839,0.20273963111038804,3.1803264738038015,0.001471092146306831,0.038673819748990666
ENSG00000207513.1,13165.020906783533,2.9766605322353943,0.8005588660827647,3.718228175774967,0.00020062501724921867,0.007476933114111685
ENSG00000207389.1,7155.003062477543,2.6594097961183842,0.7170734853607484,3.7086991088235215,0.00020832680910630425,0.007689143270365064
ENSG00000159423.17_5,2016.501336982739,-1.4715513737545267,0.3377542186549141,-4.35687044743628,1.3193530576675096e-05,0.000703782293128192
ENSG00000127472.11_3,44.96183877860249,-2.587682696509526,0.43670929816744164,-5.9254124136311965,3.1151458614638496e-09,3.0301023794458867e-07
ENSG00000227066.2_6,15.581644334518218,-2.065278151694793,0.6540292647667048,-3.15777636101878,0.0015897746791844445,0.041097750256028326
ENSG00000162551.14_5,478.01575786525643,-2.00035714687174,0.478920865150971,-4.176800996634723,2.9563745480407587e-05,0.0014450580516981136
ENSG00000173372.17_4,2499.893682650988,-1.4184984602176376,0.35875092607009273,-3.953992469807566,7.685782922456418e-05,0.0032741435249664342
ENSG00000159189.12_3,3835.7925637464027,-1.2578439215679906,0.36997071255270714,-3.3998472822055996,0.0006742349926680744,0.020710369811628503
ENSG00000173369.16_4,2924.73908411411,-1.5701543456108003,0.37132063728383297,-4.228567410355362,2.3518405267539e-05,0.0011832596277794062
ENSG00000088280.19_4,702.1278588038095,1.0666186611751802,0.24107634996110652,4.42440190150241,9.670983562956682e-06,0.0005314669893609019
ENSG00000131910.5_3,191.6572058951406,-1.6539955941114743,0.38346902320988496,-4.313244340485331,1.6087615090502017e-05,0.0008368140747877707
ENSG00000142748.12_2,351.3319257272984,-4.451546228051249,0.5850047889735728,-7.609418438884514,2.7533199544032223e-14,4.671199394734908e-12
ENSG00000000938.13_4,489.5747051868509,-1.3436128214863938,0.3374415135483585,-3.9817650393920534,6.840538521187753e-05,0.002952866192112127
ENSG00000188060.7_3,140.55308593858305,-1.3614261088370239,0.35849001070937636,-3.797668186466473,0.00014606366824160077,0.0056454091429909295
ENSG00000162511.8_3,3001.920790293515,-1.193964823956638,0.3413890726221153,-3.497372703777902,0.0004698648929175892,0.015268516080432261
ENSG00000121769.7_3,159.00248715841647,-1.5074467164527785,0.3324074738308007,-4.5349362909333575,5.7620875643066146e-06,0.00033428126682710004
ENSG00000162520.14_5,60.574879376912484,2.2008092577059903,0.5029662140868585,4.375660225412132,1.2106547381763979e-05,0.0006542243687912123
ENSG00000142920.17_3,468.8019432045772,0.9770582532529278,0.30127865378313523,3.2430384329725155,0.001182622572167583,0.03216226400598531
ENSG00000163873.10_4,46.11097855931953,6.2399979003618995,0.5495699247647756,11.354329302195193,7.057942907770734e-30,3.677818428422461e-27
ENSG00000169218.14_3,6.368102308112864,3.788629082879761,0.7432444009349874,5.0974202807498274,3.4431333564838293e-07,2.5436474550773323e-05
ENSG00000215895.4_5,20.86214694002792,2.034987598583887,0.5904166863233368,3.446697299929364,0.0005674840259075233,0.01792180883117688
ENSG00000183682.8_4,627.1402415632659,1.227055189257948,0.28382518066609147,4.32327810512883,1.5372774828702326e-05,0.0008062562915949552
ENSG00000044012.4_3,21.728659104188797,2.725925338021525,0.7110513651367679,3.83365460172797,0.00012625338824756382,0.0049830668566951015
ENSG00000197273.4_3,326.0040631548607,3.1445915773793973,0.6481158646175613,4.851897244075255,1.2228598030011951e-06,8.222182468059417e-05
ENSG00000142959.5_3,56.49517639563586,1.6330609744009112,0.5000288654907896,3.2659334032606795,0.0010910390510842027,0.03020646162209499
ENSG00000187048.13_4,1173.2404084657412,-7.594733040272143,0.604449136560855,-12.564718155582174,3.3004907094611976e-36,3.106826432025394e-33
ENSG00000162365.12_4,415.00963448468804,-5.505030099696474,0.5920993403380705,-9.297477170897151,1.4381752744349473e-20,4.074504144008368e-18
ENSG00000261664.5_6,15.371231999324019,1.531519649502845,0.407437888005685,3.7589033680674184,0.00017065972962957804,0.0065098321180662964
ENSG00000174332.5_2,20.98185637566665,2.6528439872572767,0.6511128478586172,4.074322901140658,4.6148415246064414e-05,0.0021240645193933844
ENSG00000211452.10_4,90.29465552649502,-4.021934806164862,0.571003115861703,-7.043630226247267,1.87294786194604e-12,2.7464568622837886e-10
ENSG00000187889.13_6,45.964562108857244,-2.953516102352012,0.6697194677445597,-4.410079510304042,1.0333267139017576e-05,0.0005667952413226916
ENSG00000157131.10_2,800.4989086117326,-8.859031180658613,0.7219244382769058,-12.271410567293454,1.2898643787103237e-34,9.651162162857938e-32
