Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000215915.9_5,252.28795224644395,-1.4815039675158275,0.4424431849088286,-3.348461493018841,0.0008126157238525358,0.024074050190599845
ENSG00000142583.17_3,278.8098203496798,-1.2760856657596122,0.3225613680628595,-3.9561019765731325,7.618265091979232e-05,0.003263358002991188
ENSG00000009724.16_2,386.39107627567216,-3.0948735806147623,0.5055123687224587,-6.12225095191279,9.226255816312054e-10,9.581187579210037e-08
ENSG00000187144.11_3,11.572780120300914,-2.42680589606071,0.7721373670427156,-3.1429717037984717,0.0016724200626117537,0.04284713770594696
ENSG00000159423.17_5,2016.501336982739,-1.4715513737545267,0.3377542186549141,-4.35687044743628,1.3193530576675096e-05,0.000703782293128192
ENSG00000127472.11_3,44.96183877860249,-2.587682696509526,0.43670929816744164,-5.9254124136311965,3.1151458614638496e-09,3.0301023794458867e-07
ENSG00000227066.2_6,15.581644334518218,-2.065278151694793,0.6540292647667048,-3.15777636101878,0.0015897746791844445,0.041097750256028326
ENSG00000162551.14_5,478.01575786525643,-2.00035714687174,0.478920865150971,-4.176800996634723,2.9563745480407587e-05,0.0014450580516981136
ENSG00000173372.17_4,2499.893682650988,-1.4184984602176376,0.35875092607009273,-3.953992469807566,7.685782922456418e-05,0.0032741435249664342
ENSG00000159189.12_3,3835.7925637464027,-1.2578439215679906,0.36997071255270714,-3.3998472822055996,0.0006742349926680744,0.020710369811628503
ENSG00000173369.16_4,2924.73908411411,-1.5701543456108003,0.37132063728383297,-4.228567410355362,2.3518405267539e-05,0.0011832596277794062
ENSG00000131910.5_3,191.6572058951406,-1.6539955941114743,0.38346902320988496,-4.313244340485331,1.6087615090502017e-05,0.0008368140747877707
ENSG00000142748.12_2,351.3319257272984,-4.451546228051249,0.5850047889735728,-7.609418438884514,2.7533199544032223e-14,4.671199394734908e-12
ENSG00000000938.13_4,489.5747051868509,-1.3436128214863938,0.3374415135483585,-3.9817650393920534,6.840538521187753e-05,0.002952866192112127
ENSG00000188060.7_3,140.55308593858305,-1.3614261088370239,0.35849001070937636,-3.797668186466473,0.00014606366824160077,0.0056454091429909295
ENSG00000162511.8_3,3001.920790293515,-1.193964823956638,0.3413890726221153,-3.497372703777902,0.0004698648929175892,0.015268516080432261
ENSG00000121769.7_3,159.00248715841647,-1.5074467164527785,0.3324074738308007,-4.5349362909333575,5.7620875643066146e-06,0.00033428126682710004
ENSG00000187048.13_4,1173.2404084657412,-7.594733040272143,0.604449136560855,-12.564718155582174,3.3004907094611976e-36,3.106826432025394e-33
ENSG00000162365.12_4,415.00963448468804,-5.505030099696474,0.5920993403380705,-9.297477170897151,1.4381752744349473e-20,4.074504144008368e-18
ENSG00000211452.10_4,90.29465552649502,-4.021934806164862,0.571003115861703,-7.043630226247267,1.87294786194604e-12,2.7464568622837886e-10
ENSG00000187889.13_6,45.964562108857244,-2.953516102352012,0.6697194677445597,-4.410079510304042,1.0333267139017576e-05,0.0005667952413226916
ENSG00000157131.10_2,800.4989086117326,-8.859031180658613,0.7219244382769058,-12.271410567293454,1.2898643787103237e-34,9.651162162857938e-32
ENSG00000021852.13_4,1020.7701807178237,-9.091045465846992,0.6898260351059415,-13.178750878039585,1.1630048628408415e-39,1.6552504174978037e-36
ENSG00000132855.4_2,321.7903469520588,-2.5913550962657372,0.49585902221964046,-5.225991622913132,1.7322420206040757e-07,1.3408104616246031e-05
ENSG00000116678.19_4,859.3836143339965,-1.9385570079147008,0.4809067752457102,-4.031045324583402,5.552933300729242e-05,0.002481472383592343
ENSG00000235200.3_5,6.47613767637821,-6.104908422798933,1.3736923910162453,-4.444159742548021,8.823602945654381e-06,0.0004885798056112723
ENSG00000213512.3_6,35.513290026259604,-6.032411582623866,0.7624177024582085,-7.912213427329921,2.5285242129634845e-15,4.669928168258699e-13
ENSG00000226822.3_6,15.208094861460593,-2.4773295194653904,0.7062899391127564,-3.507524859517919,0.0004522960920916656,0.014863121918160915
ENSG00000143110.11_2,253.1511970491711,-1.2636542975286478,0.33012638617885437,-3.8277894480207677,0.00012929928878253463,0.0050850169083061225
ENSG00000121933.19_4,37.24747029803386,-1.5429135446152007,0.43157809408442893,-3.575050647295743,0.0003501601039490121,0.011923012827696759
ENSG00000282608.1_1,60.05754524959569,-1.4849392959952692,0.3930082560205875,-3.778392115807058,0.0001578442061091667,0.006052630457912738
ENSG00000134258.12,66.66267861556366,-3.8660649699296825,0.8522007130598229,-4.536566222819262,5.717754096801336e-06,0.0003323700842604777
ENSG00000092607.15_4,132.66175810610073,-1.9699556379618066,0.513329162617359,-3.837607097787726,0.00012423905521932643,0.004913273707815149
ENSG00000116882.14_4,84.86665496520301,-5.199225182498283,0.6420894526051614,-8.09735335380977,5.616774848048575e-16,1.1149871213667038e-13
ENSG00000168509.20_5,103.05319260846963,-5.325713267428537,0.7171138360476834,-7.426593937694449,1.1142976916666337e-13,1.77684813882645e-11
ENSG00000174827.13_2,253.76591422810623,-1.9818734765811945,0.39916092549442705,-4.965098911238156,6.866606468783598e-07,4.816693350133995e-05
ENSG00000283342.1_5,3.8167051299613646,-3.9467867292074317,0.8717782960093842,-4.527282621366094,5.974700995213044e-06,0.0003452430687946769
ENSG00000150337.13_4,176.38460157685117,-1.4242365409936057,0.403638692945679,-3.528493590641165,0.0004179320677878579,0.01388967045891403
